mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_knn__metric,param_knn__n_neighbors,param_knn__weights,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.009640693664550781,0.005765596491630002,0.010584402084350585,0.003854549974018169,manhattan,5,uniform,"{'knn__metric': 'manhattan', 'knn__n_neighbors': 5, 'knn__weights': 'uniform'}",0.9090909090909091,0.9090909090909091,0.9090909090909091,0.8409090909090909,0.9090909090909091,0.8954545454545453,0.027272727272727247,6
0.012078857421875,0.006600628340260434,0.004211044311523438,0.000983688043934437,manhattan,5,distance,"{'knn__metric': 'manhattan', 'knn__n_neighbors': 5, 'knn__weights': 'distance'}",0.9090909090909091,0.8863636363636364,0.9318181818181818,0.8636363636363636,0.9318181818181818,0.9045454545454545,0.026504326794751343,1
0.011800670623779297,0.0032825886528679168,0.018972110748291016,0.007326758162098263,manhattan,7,uniform,"{'knn__metric': 'manhattan', 'knn__n_neighbors': 7, 'knn__weights': 'uniform'}",0.9090909090909091,0.8863636363636364,0.8863636363636364,0.8636363636363636,0.9318181818181818,0.8954545454545455,0.02317736142542173,3
0.009711551666259765,0.0035454791771596154,0.007373237609863281,0.0025300172527983845,manhattan,7,distance,"{'knn__metric': 'manhattan', 'knn__n_neighbors': 7, 'knn__weights': 'distance'}",0.9090909090909091,0.8636363636363636,0.9318181818181818,0.8636363636363636,0.9318181818181818,0.9,0.030828772650569373,2
0.011676931381225586,0.005689999732503172,0.008396530151367187,0.00036908208231883156,manhattan,9,uniform,"{'knn__metric': 'manhattan', 'knn__n_neighbors': 9, 'knn__weights': 'uniform'}",0.9090909090909091,0.8863636363636364,0.8636363636363636,0.8409090909090909,0.8636363636363636,0.8727272727272727,0.02317736142542173,40
0.014798212051391601,0.005282356608857123,0.005583810806274414,0.0013332834085513002,manhattan,9,distance,"{'knn__metric': 'manhattan', 'knn__n_neighbors': 9, 'knn__weights': 'distance'}",0.9090909090909091,0.8636363636363636,0.9090909090909091,0.8409090909090909,0.9318181818181818,0.8909090909090909,0.03340213285613422,15
0.00890350341796875,0.0008195898936213438,0.01839423179626465,0.010932097890355449,manhattan,11,uniform,"{'knn__metric': 'manhattan', 'knn__n_neighbors': 11, 'knn__weights': 'uniform'}",0.9090909090909091,0.8863636363636364,0.8636363636363636,0.8636363636363636,0.8636363636363636,0.8772727272727273,0.018181818181818164,38
0.009824657440185547,0.004208989721069092,0.0058324337005615234,0.001698753795154122,manhattan,11,distance,"{'knn__metric': 'manhattan', 'knn__n_neighbors': 11, 'knn__weights': 'distance'}",0.9090909090909091,0.8636363636363636,0.8863636363636364,0.8409090909090909,0.9318181818181818,0.8863636363636364,0.03214121732666122,20
0.007627677917480469,0.0017250357658640015,0.011191415786743163,0.0028984108961803904,manhattan,13,uniform,"{'knn__metric': 'manhattan', 'knn__n_neighbors': 13, 'knn__weights': 'uniform'}",0.8863636363636364,0.8863636363636364,0.8636363636363636,0.8863636363636364,0.8863636363636364,0.8818181818181818,0.009090909090909084,29
0.012131738662719726,0.005469787536288414,0.005307579040527343,0.002886800367307601,manhattan,13,distance,"{'knn__metric': 'manhattan', 'knn__n_neighbors': 13, 'knn__weights': 'distance'}",0.9090909090909091,0.8863636363636364,0.8863636363636364,0.8409090909090909,0.9318181818181818,0.8909090909090909,0.030151134457776334,15
0.00785684585571289,0.002633456898154849,0.01010599136352539,0.002574227781146355,manhattan,15,uniform,"{'knn__metric': 'manhattan', 'knn__n_neighbors': 15, 'knn__weights': 'uniform'}",0.8863636363636364,0.9090909090909091,0.8636363636363636,0.9318181818181818,0.8636363636363636,0.8909090909090909,0.026504326794751343,15
0.009505271911621094,0.00307310453011903,0.005253362655639649,0.0012457020667965555,manhattan,15,distance,"{'knn__metric': 'manhattan', 'knn__n_neighbors': 15, 'knn__weights': 'distance'}",0.9090909090909091,0.9090909090909091,0.8863636363636364,0.8636363636363636,0.9090909090909091,0.8954545454545455,0.018181818181818164,3
0.013412094116210938,0.005355049509410656,0.009199714660644532,0.00368704611973566,minkowski,3,uniform,"{'knn__metric': 'minkowski', 'knn__n_neighbors': 3, 'knn__weights': 'uniform'}",0.9090909090909091,0.9090909090909091,0.9090909090909091,0.7954545454545454,0.8863636363636364,0.8818181818181818,0.04406981688560299,29
0.007975912094116211,0.0017028770285972624,0.009969615936279297,0.006536330485863462,minkowski,3,distance,"{'knn__metric': 'minkowski', 'knn__n_neighbors': 3, 'knn__weights': 'distance'}",0.9090909090909091,0.8636363636363636,0.9318181818181818,0.8181818181818182,0.9318181818181818,0.890909090909091,0.04406981688560295,7
0.01035614013671875,0.0033635203651508237,0.013567256927490234,0.0058457386334793,minkowski,5,uniform,"{'knn__metric': 'minkowski', 'knn__n_neighbors': 5, 'knn__weights': 'uniform'}",0.9090909090909091,0.9090909090909091,0.8863636363636364,0.8409090909090909,0.9090909090909091,0.8909090909090909,0.026504326794751343,15
0.010149669647216798,0.0027012310267272017,0.0069678306579589845,0.0024954350366893966,minkowski,5,distance,"{'knn__metric': 'minkowski', 'knn__n_neighbors': 5, 'knn__weights': 'distance'}",0.9090909090909091,0.8863636363636364,0.9090909090909091,0.8181818181818182,0.9090909090909091,0.8863636363636364,0.035208939510976485,20
0.016290807723999025,0.009130963412601514,0.020395851135253905,0.008739543613325606,minkowski,7,uniform,"{'knn__metric': 'minkowski', 'knn__n_neighbors': 7, 'knn__weights': 'uniform'}",0.9090909090909091,0.8863636363636364,0.8636363636363636,0.8636363636363636,0.9318181818181818,0.890909090909091,0.026504326794751343,7
0.009344720840454101,0.0037765380547305936,0.010422325134277344,0.007997541413630212,minkowski,7,distance,"{'knn__metric': 'minkowski', 'knn__n_neighbors': 7, 'knn__weights': 'distance'}",0.9090909090909091,0.8636363636363636,0.8863636363636364,0.8636363636363636,0.9318181818181818,0.890909090909091,0.026504326794751343,7
0.010779142379760742,0.003974888217682294,0.014052915573120116,0.004617209166122505,minkowski,9,uniform,"{'knn__metric': 'minkowski', 'knn__n_neighbors': 9, 'knn__weights': 'uniform'}",0.9090909090909091,0.8863636363636364,0.8636363636363636,0.8863636363636364,0.8636363636363636,0.8818181818181818,0.017007533576245175,29
0.009296989440917969,0.0036770177122421106,0.00563201904296875,0.0023422007334346073,minkowski,9,distance,"{'knn__metric': 'minkowski', 'knn__n_neighbors': 9, 'knn__weights': 'distance'}",0.9090909090909091,0.8636363636363636,0.8863636363636364,0.8636363636363636,0.9090909090909091,0.8863636363636364,0.020327890704543525,20
0.008476495742797852,0.0026793323137225505,0.01326003074645996,0.0059435668542330965,minkowski,11,uniform,"{'knn__metric': 'minkowski', 'knn__n_neighbors': 11, 'knn__weights': 'uniform'}",0.9090909090909091,0.8863636363636364,0.8636363636363636,0.8863636363636364,0.8636363636363636,0.8818181818181818,0.017007533576245175,29
0.014677095413208007,0.008688145121022442,0.005115509033203125,0.0012926319679002643,minkowski,11,distance,"{'knn__metric': 'minkowski', 'knn__n_neighbors': 11, 'knn__weights': 'distance'}",0.9090909090909091,0.8636363636363636,0.8863636363636364,0.8409090909090909,0.8636363636363636,0.8727272727272727,0.02317736142542173,40
0.015740680694580077,0.015251459900974158,0.022399473190307616,0.014480521382462067,minkowski,13,uniform,"{'knn__metric': 'minkowski', 'knn__n_neighbors': 13, 'knn__weights': 'uniform'}",0.8863636363636364,0.8863636363636364,0.8636363636363636,0.9090909090909091,0.8863636363636364,0.8863636363636364,0.01437398936440171,20
0.008285999298095703,0.00161782756241062,0.011372613906860351,0.011129947881547832,minkowski,13,distance,"{'knn__metric': 'minkowski', 'knn__n_neighbors': 13, 'knn__weights': 'distance'}",0.9090909090909091,0.8636363636363636,0.8863636363636364,0.8636363636363636,0.8863636363636364,0.8818181818181818,0.01700753357624517,29
0.007713413238525391,0.0014096956969420558,0.012538003921508788,0.0055505965203013295,minkowski,15,uniform,"{'knn__metric': 'minkowski', 'knn__n_neighbors': 15, 'knn__weights': 'uniform'}",0.8863636363636364,0.8863636363636364,0.8636363636363636,0.9318181818181818,0.8636363636363636,0.8863636363636364,0.024896479886598436,20
0.011406850814819337,0.005196348635506928,0.00677194595336914,0.0015765359602562894,minkowski,15,distance,"{'knn__metric': 'minkowski', 'knn__n_neighbors': 15, 'knn__weights': 'distance'}",0.9090909090909091,0.8636363636363636,0.8863636363636364,0.9090909090909091,0.8863636363636364,0.890909090909091,0.017007533576245175,7
